"","Time","Dallas","","Score","","Phoenix"
"56","4:53.0","F. Ntilikina enters the game for K. Porzingis","","14-13","",""
"57","4:53.0","","","14-13","","C. Johnson enters the game for J. Crowder"
"58","4:53.0","","","14-13","","C. Payne enters the game for C. Paul"
"59","4:53.0","","","14-13","","D. Booker misses free throw 1 of 1"
"60","4:51.0","Defensive rebound by D. Finney-Smith","","14-13","",""
"61","4:41.0","T. Hardaway misses 2-pt jump shot from 3 ft","","14-13","",""
"62","4:39.0","Offensive rebound by R. Bullock","","14-13","",""
"63","4:37.0","R. Bullock misses 2-pt layup from 1 ft","","14-13","",""
"64","4:36.0","","","14-13","","Defensive rebound by D. Booker"
"65","4:16.0","","","14-13","","Offensive foul by D. Ayton (drawn by T. Hardaway)"
"66","4:16.0","","","14-13","","Turnover by D. Ayton (offensive foul)"
"67","4:16.0","","","14-13","","J. McGee enters the game for D. Ayton"
"68","4:02.0","Turnover by R. Bullock (bad pass; steal by C. Payne)","","14-13","",""
"69","3:51.0","","","14-15","+2","D. Booker makes 2-pt jump shot from 10 ft"
"70","3:41.0","F. Ntilikina makes 2-pt jump shot from 18 ft","+2","16-15","",""
"71","3:17.0","","","16-15","","M. Bridges misses 3-pt jump shot from 23 ft"
"72","3:14.0","","","16-15","","Offensive rebound by C. Johnson"
"73","3:13.0","","","16-15","","M. Bridges misses 3-pt jump shot from 23 ft"
"74","3:09.0","Defensive rebound by D. Finney-Smith","","16-15","",""
"75","3:07.0","Personal foul by C. Johnson (drawn by D. Finney-Smith)","","16-15","",""
"76","3:07.0","S. Brown enters the game for D. Finney-Smith","","16-15","",""
"77","3:07.0","","","16-15","","L. Shamet enters the game for M. Bridges"
"78","3:01.0","F. Ntilikina makes 3-pt jump shot from 26 ft","+3","19-15","",""
"79","2:48.0","","","19-17","+2","J. McGee makes 2-pt dunk from 3 ft (assist by C. Payne)"
"80","2:24.0","S. Brown misses 3-pt jump shot from 23 ft (block by J. McGee)","","19-17","",""
"81","2:23.0","","","19-17","","Defensive rebound by D. Booker"
"82","2:16.0","","","19-20","+3","L. Shamet makes 3-pt jump shot from 23 ft (assist by C. Payne)"
"83","1:59.0","T. Hardaway misses 2-pt jump shot from 19 ft","","19-20","",""
"84","1:55.0","","","19-20","","Defensive rebound by C. Payne"
"85","1:48.0","","","19-20","","C. Payne misses 2-pt jump shot from 5 ft"
"86","1:46.0","Defensive rebound by W. Cauley-Stein","","19-20","",""
"87","1:34.0","Turnover by W. Cauley-Stein (bad pass)","","19-20","",""
"88","1:34.0","","","19-20","","Phoenix full timeout"
"89","1:34.0","J. Brunson enters the game for R. Bullock","","19-20","",""
"90","1:34.0","T. Burke enters the game for T. Hardaway","","19-20","",""
"91","1:34.0","","","19-20","","A. Nader enters the game for D. Booker"
"92","1:19.0","","","19-23","+3","L. Shamet makes 3-pt jump shot from 23 ft (assist by C. Payne)"
"93","1:00.0","T. Burke misses 2-pt jump shot from 17 ft","","19-23","",""
"94","0:58.0","","","19-23","","Defensive rebound by J. McGee"
"95","0:49.0","","","19-23","","C. Payne misses 3-pt jump shot from 26 ft"
"96","0:47.0","Defensive rebound by T. Burke","","19-23","",""
"97","0:27.0","T. Burke makes 3-pt jump shot from 23 ft (assist by J. Brunson)","+3","22-23","",""
"98","0:06.0","","","22-25","+2","C. Payne makes 2-pt jump shot from 19 ft"
"99","0:03.0","Personal foul by C. Johnson (drawn by T. Burke)","","22-25","",""
"100","0:03.0","","","22-25","","M. Bridges enters the game for C. Johnson"
"101","0:01.0","J. Brunson misses 2-pt jump shot from 14 ft","","22-25","",""
"102","0:01.0","","","22-25","","Defensive rebound by Team"
"103","0:00.0","End of 1st quarter","End of 1st quarter","End of 1st quarter","End of 1st quarter","End of 1st quarter"
"104","2nd Q","2nd Q","2nd Q","2nd Q","2nd Q","2nd Q"
"105","Time","Dallas","","Score","","Phoenix"
"106","12:00.0","Start of 2nd quarter","Start of 2nd quarter","Start of 2nd quarter","Start of 2nd quarter","Start of 2nd quarter"
"107","11:42.0","J. Brunson makes 2-pt layup from 4 ft (assist by K. Porzingis)","+2","24-25","",""
"108","11:25.0","","","24-28","+3","L. Shamet makes 3-pt jump shot from 23 ft (assist by C. Johnson)"
"109","11:05.0","J. Brunson makes 2-pt jump shot from 10 ft (assist by K. Porzingis)","+2","26-28","",""
"110","10:53.0","","","26-28","","A. Nader misses 3-pt jump shot from 23 ft"
"111","10:51.0","Defensive rebound by T. Burke","","26-28","",""
"112","10:40.0","K. Porzingis misses 2-pt layup from 3 ft","","26-28","",""
"113","10:38.0","","","26-28","","Defensive rebound by J. McGee"
"114","10:32.0","","","26-28","","A. Nader misses 2-pt jump shot from 4 ft"
"115","10:29.0","","","26-28","","Offensive rebound by Team"
"116","10:29.0","Jump ball: A. Nader vs. T. Burke (L. Shamet gains possession)","Jump ball: A. Nader vs. T. Burke (L. Shamet gains possession)","Jump ball: A. Nader vs. T. Burke (L. Shamet gains possession)","Jump ball: A. Nader vs. T. Burke (L. Shamet gains possession)","Jump ball: A. Nader vs. T. Burke (L. Shamet gains possession)"
"117","10:27.0","","","26-28","","C. Payne misses 3-pt jump shot from 27 ft"
"118","10:24.0","Defensive rebound by R. Bullock","","26-28","",""
"119","10:16.0","K. Porzingis makes 3-pt jump shot from 26 ft (assist by J. Brunson)","+3","29-28","",""
"120","10:14.0","","","29-28","","Phoenix full timeout"
"121","9:52.0","","","29-28","","C. Payne misses 2-pt jump shot from 6 ft (block by K. Porzingis)"
"122","9:51.0","","","29-28","","Offensive rebound by Team"
"123","9:50.0","","","29-28","","Turnover by Team (shot clock)"
"124","9:37.0","T. Burke makes 2-pt jump shot from 6 ft","+2","31-28","",""
"125","9:25.0","","","31-30","+2","J. McGee makes 2-pt jump shot from 9 ft (assist by C. Payne)"
"126","9:14.0","J. Brunson misses 2-pt layup from 4 ft (block by J. McGee)","","31-30","",""
"127","9:14.0","","","31-30","","Defensive rebound by C. Johnson"
"128","9:03.0","","","31-32","+2","L. Shamet makes 2-pt layup from 3 ft"
"129","8:39.0","J. Brunson misses 2-pt layup from 4 ft","","31-32","",""
"130","8:39.0","","","31-32","","Defensive rebound by C. Johnson"
"131","8:30.0","","","31-32","","A. Nader misses 3-pt jump shot from 23 ft"
"132","8:25.0","Defensive rebound by R. Bullock","","31-32","",""
"133","8:23.0","Personal foul by L. Shamet (drawn by T. Burke)","","31-32","",""
"134","8:23.0","D. Powell enters the game for S. Brown","","31-32","",""
"135","8:23.0","","","31-32","","D. Ayton enters the game for J. McGee"
"136","8:23.0","","","31-32","","J. Crowder enters the game for A. Nader"
"137","8:23.0","","","31-32","","C. Paul enters the game for C. Payne"
"138","8:17.0","T. Burke makes 2-pt layup from 2 ft (assist by J. Brunson)","+2","33-32","",""
"139","8:04.0","","","33-32","","J. Crowder misses 3-pt jump shot from 25 ft (block by K. Porzingis)"
"140","8:01.0","Defensive rebound by J. Brunson","","33-32","",""
"141","7:48.0","Turnover by J. Brunson (bad pass; steal by J. Crowder)","","33-32","",""
"142","7:44.0","","","33-32","","L. Shamet misses 3-pt jump shot from 26 ft"
"143","7:39.0","","","33-32","","Offensive rebound by D. Ayton"
"144","7:39.0","","","33-34","+2","D. Ayton makes 2-pt layup at rim"
"145","7:31.0","Turnover by J. Brunson (bad pass)","","33-34","",""
"146","7:31.0","","","33-34","","M. Bridges enters the game for C. Johnson"
"147","7:19.0","","","33-34","","L. Shamet misses 3-pt jump shot from 26 ft"
"148","7:16.0","Defensive rebound by D. Powell","","33-34","",""
"149","7:08.0","T. Burke misses 2-pt jump shot from 6 ft","","33-34","",""
"150","7:06.0","","","33-34","","Defensive rebound by D. Ayton"
"151","6:59.0","","","33-34","","M. Bridges misses 2-pt layup from 4 ft"
"152","6:57.0","Defensive rebound by D. Powell","","33-34","",""
"153","6:53.0","R. Bullock misses 2-pt layup from 5 ft","","33-34","",""
"154","6:50.0","","","33-34","","Defensive rebound by L. Shamet"
"155","6:46.0","","","33-34","","Personal foul by R. Bullock (drawn by D. Ayton)"
"156","6:46.0","T. Hardaway enters the game for J. Brunson","","33-34","",""
"157","6:46.0","","","33-34","","D. Booker enters the game for L. Shamet"
"158","6:35.0","","","33-34","","D. Booker misses 2-pt jump shot from 10 ft"
"159","6:33.0","Defensive rebound by K. Porzingis","","33-34","",""
"160","6:24.0","Shooting foul by D. Booker (drawn by K. Porzingis)","","33-34","",""
"161","6:24.0","K. Porzingis makes free throw 1 of 2","+1","34-34","",""
"162","6:24.0","K. Porzingis makes free throw 2 of 2","+1","35-34","",""
"163","6:17.0","","","35-34","","Personal foul by T. Hardaway (drawn by C. Paul)"
"164","6:17.0","D. Finney-Smith enters the game for T. Burke","","35-34","",""
"165","6:17.0","F. Ntilikina enters the game for K. Porzingis","","35-34","",""
"166","6:02.0","","","35-36","+2","D. Ayton makes 2-pt jump shot from 6 ft (assist by C. Paul)"
"167","5:41.0","T. Hardaway misses 2-pt jump shot from 13 ft","","35-36","",""
"168","5:38.0","","","35-36","","Defensive rebound by D. Ayton"
"169","5:25.0","","","35-38","+2","D. Ayton makes 2-pt hook shot from 8 ft (assist by C. Paul)"
"170","5:04.0","F. Ntilikina misses 2-pt jump shot from 19 ft","","35-38","",""
"171","5:02.0","Offensive rebound by D. Powell","","35-38","",""
"172","4:59.0","F. Ntilikina makes 3-pt jump shot from 26 ft (assist by T. Hardaway)","+3","38-38","",""
"173","4:34.0","","","38-38","","J. Crowder misses 2-pt jump shot from 16 ft"
"174","4:31.0","Defensive rebound by D. Finney-Smith","","38-38","",""
"175","4:28.0","R. Bullock misses 3-pt jump shot from 29 ft","","38-38","",""
"176","4:26.0","","","38-38","","Defensive rebound by D. Booker"
"177","4:07.0","","","38-41","+3","J. Crowder makes 3-pt jump shot from 23 ft (assist by C. Paul)"
"178","4:05.0","Dallas full timeout","","38-41","",""
"179","4:05.0","J. Brunson enters the game for R. Bullock","","38-41","",""
"180","3:54.0","J. Brunson misses 2-pt jump shot from 15 ft","","38-41","",""
"181","3:49.0","Offensive rebound by D. Finney-Smith","","38-41","",""
"182","3:48.0","J. Brunson makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith)","+3","41-41","",""
"183","3:28.0","","","41-43","+2","D. Booker makes 2-pt jump shot from 19 ft"
"184","3:12.0","T. Hardaway misses 2-pt jump shot from 20 ft","","41-43","",""
"185","3:09.0","","","41-43","","Defensive rebound by D. Ayton"
"186","2:59.0","","","41-43","","C. Paul misses 2-pt jump shot from 17 ft"
"187","2:56.0","Defensive rebound by J. Brunson","","41-43","",""
"188","2:34.0","J. Brunson misses 3-pt jump shot from 28 ft","","41-43","",""
"189","2:30.0","","","41-43","","Defensive rebound by D. Booker"
"190","2:20.0","","","41-43","","M. Bridges misses 3-pt jump shot from 24 ft"
"191","2:17.0","Defensive rebound by F. Ntilikina","","41-43","",""
"192","2:06.0","T. Hardaway makes 2-pt jump shot from 20 ft (assist by D. Powell)","+2","43-43","",""
"193","1:40.0","","","43-45","+2","D. Booker makes 2-pt jump shot from 16 ft"
"194","1:40.0","K. Porzingis enters the game for D. Powell","","43-45","",""
"195","1:14.0","T. Hardaway misses 3-pt jump shot from 34 ft","","43-45","",""
"196","1:11.0","Offensive rebound by J. Brunson","","43-45","",""
"197","1:09.0","D. Finney-Smith misses 3-pt jump shot from 26 ft","","43-45","",""
"198","1:05.0","","","43-45","","Defensive rebound by M. Bridges"
"199","0:45.0","","","43-45","","D. Booker misses 2-pt jump shot from 7 ft"
"200","0:43.0","Defensive rebound by J. Brunson","","43-45","",""
"201","0:35.0","K. Porzingis makes 3-pt jump shot from 30 ft (assist by J. Brunson)","+3","46-45","",""
"202","0:30.0","","","46-45","","C. Paul misses 3-pt jump shot from 27 ft"
"203","0:27.0","Defensive rebound by F. Ntilikina","","46-45","",""
"204","0:08.0","Personal foul by C. Paul (drawn by J. Brunson)","","46-45","",""
"205","0:08.0","","","46-45","","C. Johnson enters the game for D. Ayton"
"206","0:01.0","K. Porzingis misses 2-pt jump shot from 12 ft","","46-45","",""
"207","0:01.0","Offensive rebound by Team","","46-45","",""
"208","0:00.0","End of 2nd quarter","End of 2nd quarter","End of 2nd quarter","End of 2nd quarter","End of 2nd quarter"
"209","3rd Q","3rd Q","3rd Q","3rd Q","3rd Q","3rd Q"
"210","Time","Dallas","","Score","","Phoenix"
"211","12:00.0","Start of 3rd quarter","Start of 3rd quarter","Start of 3rd quarter","Start of 3rd quarter","Start of 3rd quarter"
"212","11:40.0","K. Porzingis misses 2-pt jump shot from 8 ft (block by J. Crowder)","","46-45","",""
"213","11:37.0","","","46-45","","Defensive rebound by C. Paul"
"214","11:35.0","","","46-45","","M. Bridges misses 3-pt jump shot from 27 ft"
"215","11:35.0","Defensive rebound by D. Powell","","46-45","",""
"216","11:25.0","K. Porzingis misses 3-pt jump shot from 29 ft","","46-45","",""
"217","11:25.0","Offensive rebound by D. Powell","","46-45","",""
"218","11:19.0","Turnover by T. Hardaway (bad pass; steal by M. Bridges)","","46-45","",""
"219","11:07.0","","","46-48","+3","J. Crowder makes 3-pt jump shot from 29 ft (assist by M. Bridges)"
"220","10:48.0","T. Hardaway makes 3-pt jump shot from 26 ft (assist by K. Porzingis)","+3","49-48","",""
"221","10:30.0","","","49-48","","J. Crowder misses 3-pt jump shot from 26 ft"
"222","10:28.0","Defensive rebound by D. Powell","","49-48","",""
"223","10:19.0","D. Finney-Smith misses 3-pt jump shot from 27 ft","","49-48","",""
"224","10:17.0","","","49-48","","Defensive rebound by D. Booker"
"225","10:02.0","","","49-48","","D. Booker misses 2-pt jump shot from 12 ft"
"226","9:59.0","Defensive rebound by D. Powell","","49-48","",""
"227","9:52.0","D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by T. Hardaway)","+3","52-48","",""
"228","9:37.0","","","52-48","","D. Booker misses 2-pt jump shot from 14 ft"
"229","9:35.0","Defensive rebound by D. Powell","","52-48","",""
"230","9:25.0","T. Hardaway makes 2-pt jump shot from 21 ft","+2","54-48","",""
"231","9:16.0","","","54-51","+3","M. Bridges makes 3-pt jump shot from 23 ft (assist by C. Paul)"
"232","8:57.0","D. Powell makes 3-pt jump shot from 26 ft (assist by J. Brunson)","+3","57-51","",""
"233","8:42.0","","","57-51","","D. Ayton misses 2-pt layup from 6 ft"
"234","8:41.0","","","57-51","","Offensive rebound by Team"
"235","8:39.0","","","57-51","","J. Crowder misses 2-pt jump shot from 19 ft"
"236","8:36.0","Defensive rebound by J. Brunson","","57-51","",""
"237","8:34.0","Offensive foul by K. Porzingis (drawn by J. Crowder)","","57-51","",""
"238","8:34.0","Turnover by K. Porzingis (offensive foul)","","57-51","",""
"239","8:21.0","","","57-51","","M. Bridges misses 2-pt jump shot from 11 ft"
"240","8:19.0","Defensive rebound by K. Porzingis","","57-51","",""
"241","8:15.0","T. Hardaway misses 3-pt jump shot from 26 ft","","57-51","",""
"242","8:13.0","","","57-51","","Defensive rebound by D. Ayton"
"243","8:01.0","","","57-51","","Instant Replay (Request: Ruling Stands)"
"244","8:01.0","","","57-51","","Shooting foul by D. Powell (drawn by D. Ayton)"
"245","8:01.0","","","57-51","","D. Ayton misses free throw 1 of 2"
"246","8:01.0","","","57-51","","Offensive rebound by Team"
"247","8:01.0","","","57-52","+1","D. Ayton makes free throw 2 of 2"
"248","7:45.0","T. Hardaway misses 2-pt jump shot from 17 ft","","57-52","",""
"249","7:44.0","Offensive rebound by T. Hardaway","","57-52","",""
"250","7:43.0","T. Hardaway misses 2-pt layup from 2 ft","","57-52","",""
"251","7:42.0","","","57-52","","Defensive rebound by D. Ayton"
"252","7:33.0","","","57-52","","Turnover by D. Booker (lost ball; steal by D. Powell)"
"253","7:30.0","T. Hardaway makes 2-pt dunk from 1 ft (assist by J. Brunson)","+2","59-52","",""
"254","7:30.0","","","59-52","","Phoenix full timeout"
"255","7:15.0","","","59-52","","C. Paul misses 2-pt jump shot from 15 ft"
"256","7:12.0","Defensive rebound by K. Porzingis","","59-52","",""
"257","7:02.0","J. Brunson misses 2-pt jump shot from 13 ft","","59-52","",""
"258","6:59.0","","","59-52","","Defensive rebound by M. Bridges"
"259","6:52.0","","","59-55","+3","J. Crowder makes 3-pt jump shot from 26 ft (assist by C. Paul)"
"260","6:29.0","K. Porzingis misses 2-pt jump shot from 15 ft","","59-55","",""
"261","6:27.0","","","59-55","","Defensive rebound by D. Ayton"
"262","6:19.0","","","59-55","","C. Paul misses 3-pt jump shot from 27 ft"
"263","6:15.0","Defensive rebound by J. Brunson","","59-55","",""
"264","6:09.0","Turnover by J. Brunson (bad pass; steal by J. Crowder)","","59-55","",""
"265","5:59.0","","","59-55","","D. Booker misses 2-pt jump shot from 11 ft"
"266","5:57.0","","","59-55","","Offensive rebound by Team"
"267","5:57.0","R. Bullock enters the game for D. Powell","","59-55","",""
"268","5:51.0","","","59-55","","J. Crowder misses 3-pt jump shot from 27 ft"
"269","5:48.0","Defensive rebound by D. Finney-Smith","","59-55","",""
"270","5:41.0","K. Porzingis misses 3-pt jump shot from 31 ft","","59-55","",""
"271","5:40.0","","","59-55","","Defensive rebound by Team"
"272","5:27.0","","","59-57","+2","D. Booker makes 2-pt jump shot from 18 ft (assist by D. Ayton)"
"273","5:10.0","D. Finney-Smith makes 3-pt jump shot from 27 ft (assist by T. Hardaway)","+3","62-57","",""
"274","4:57.0","","","62-57","","C. Paul misses 2-pt jump shot from 14 ft"
"275","4:55.0","Defensive rebound by R. Bullock","","62-57","",""
"276","4:48.0","J. Brunson makes 3-pt jump shot from 26 ft","+3","65-57","",""
"277","4:30.0","","","65-59","+2","D. Booker makes 2-pt layup from 6 ft"
"278","4:11.0","K. Porzingis misses 2-pt hook shot from 6 ft","","65-59","",""
"279","4:08.0","","","65-59","","Defensive rebound by D. Booker"
"280","4:00.0","","","65-59","","Personal foul by J. Brunson (drawn by J. Crowder)"
"281","4:00.0","W. Cauley-Stein enters the game for J. Brunson","","65-59","",""
"282","4:00.0","F. Ntilikina enters the game for K. Porzingis","","65-59","",""
"283","4:00.0","","","65-59","","C. Johnson enters the game for D. Ayton"
"284","4:00.0","","","65-59","","J. McGee enters the game for M. Bridges"
"285","4:00.0","","","65-59","","C. Payne enters the game for J. Crowder"
"286","4:00.0","","","65-59","","L. Shamet enters the game for C. Paul"
"287","3:54.0","","","65-59","","D. Booker misses 2-pt layup from 2 ft"
"288","3:50.0","","","65-59","","Offensive rebound by J. McGee"
"289","3:50.0","","","65-61","+2","J. McGee makes 2-pt layup at rim"
"290","3:46.0","T. Hardaway misses 2-pt jump shot from 12 ft","","65-61","",""
"291","3:46.0","","","65-61","","Defensive rebound by C. Johnson"
"292","3:39.0","","","65-61","","Turnover by C. Payne (bad pass; steal by T. Hardaway)"
"293","3:25.0","F. Ntilikina misses 2-pt jump shot from 9 ft (block by J. McGee)","","65-61","",""
"294","3:25.0","","","65-61","","Defensive rebound by L. Shamet"
"295","3:25.0","","","65-61","","Phoenix full timeout"
"296","3:25.0","","","65-61","","Instant Replay (Challenge: Ruling Stands)"
"297","3:09.0","","","65-61","","L. Shamet misses 3-pt jump shot from 26 ft"
"298","3:09.0","","","65-61","","Offensive rebound by Team"
"299","3:09.0","","","65-61","","Personal foul by W. Cauley-Stein (drawn by J. McGee)"
"300","3:01.0","","","65-61","","D. Booker misses 2-pt jump shot from 19 ft"
"301","2:56.0","","","65-61","","Offensive rebound by J. McGee"
"302","2:56.0","","","65-61","","J. McGee misses 2-pt layup at rim"
"303","2:54.0","","","65-61","","Offensive rebound by J. McGee"
"304","2:51.0","","","65-61","","Turnover by J. McGee (lost ball; steal by T. Hardaway)"
"305","2:40.0","R. Bullock makes 2-pt jump shot from 18 ft (assist by F. Ntilikina)","+2","67-61","",""
"306","2:18.0","","","67-61","","Shooting foul by T. Hardaway (drawn by J. McGee)"
"307","2:18.0","","","67-62","+1","J. McGee makes free throw 1 of 2"
"308","2:18.0","S. Brown enters the game for D. Finney-Smith","","67-62","",""
"309","2:18.0","","","67-63","+1","J. McGee makes free throw 2 of 2"
"310","2:00.0","F. Ntilikina misses 2-pt jump shot from 20 ft","","67-63","",""
"311","1:58.0","","","67-63","","Defensive rebound by C. Payne"
"312","1:45.0","","","67-65","+2","J. McGee makes 2-pt layup from 3 ft (assist by L. Shamet)"
"313","1:32.0","W. Cauley-Stein misses 2-pt layup from 3 ft","","67-65","",""
"314","1:30.0","","","67-65","","Defensive rebound by D. Booker"
"315","1:25.0","","","67-65","","C. Payne misses 3-pt jump shot from 26 ft"
"316","1:22.0","Defensive rebound by R. Bullock","","67-65","",""
"317","1:20.0","Dallas full timeout","","67-65","",""
"318","1:20.0","T. Burke enters the game for T. Hardaway","","67-65","",""
"319","1:20.0","","","67-65","","C. Paul enters the game for D. Booker"
"320","1:13.0","T. Burke misses 2-pt jump shot from 17 ft","","67-65","",""
"321","1:11.0","","","67-65","","Defensive rebound by J. McGee"
"322","1:01.0","","","67-65","","Shooting foul by R. Bullock (drawn by C. Paul)"
"323","1:01.0","","","67-66","+1","C. Paul makes free throw 1 of 2"
"324","1:01.0","","","67-66","","C. Paul misses free throw 2 of 2"
"325","0:58.0","Defensive rebound by F. Ntilikina","","67-66","",""
"326","0:42.0","F. Ntilikina makes 3-pt jump shot from 26 ft (assist by R. Bullock)","+3","70-66","",""
"327","0:27.0","","","70-66","","Turnover by L. Shamet (bad pass; steal by F. Ntilikina)"
"328","0:22.0","R. Bullock misses 2-pt layup from 4 ft (block by L. Shamet)","","70-66","",""
"329","0:20.0","","","70-66","","Defensive rebound by C. Payne"
"330","0:20.0","","","70-66","","Personal foul by S. Brown (drawn by C. Payne)"
"331","0:20.0","","","70-67","+1","C. Payne makes free throw 1 of 2"
"332","0:20.0","","","70-68","+1","C. Payne makes free throw 2 of 2"
"333","0:20.0","K. Porzingis enters the game for W. Cauley-Stein","","70-68","",""
"334","0:01.0","T. Burke makes 3-pt jump shot from 26 ft (assist by K. Porzingis)","+3","73-68","",""
"335","0:00.0","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter"
"336","4th Q","4th Q","4th Q","4th Q","4th Q","4th Q"
"337","Time","Dallas","","Score","","Phoenix"
"338","12:00.0","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter"
"339","11:45.0","","","73-71","+3","C. Johnson makes 3-pt jump shot from 26 ft (assist by L. Shamet)"
"340","11:17.0","J. Brunson makes 2-pt layup from 6 ft","+2","75-71","",""
"341","11:07.0","","","75-71","","C. Paul misses 3-pt jump shot from 26 ft"
"342","11:07.0","Defensive rebound by J. Brunson","","75-71","",""
"343","10:49.0","J. Brunson misses 2-pt jump shot from 12 ft","","75-71","",""
"344","10:47.0","","","75-71","","Defensive rebound by L. Shamet"
"345","10:37.0","","","75-73","+2","M. Bridges makes 2-pt jump shot from 9 ft (assist by L. Shamet)"
"346","10:18.0","F. Ntilikina makes 2-pt layup from 3 ft (assist by K. Porzingis)","+2","77-73","",""
"347","10:03.0","","","77-76","+3","C. Johnson makes 3-pt jump shot from 26 ft (assist by C. Paul)"
"348","9:41.0","K. Porzingis makes 2-pt jump shot from 23 ft (assist by T. Burke)","+2","79-76","",""
"349","9:18.0","","","79-76","","Turnover by C. Johnson (bad pass)"
"350","8:58.0","Shooting foul by C. Paul (drawn by K. Porzingis)","","79-76","",""
"351","8:58.0","","","79-76","","Technical foul by C. Paul"
"352","8:58.0","K. Porzingis makes technical free throw","+1","80-76","",""
