"","Time","Milwaukee","","Score","","Boston"
"349","8:59.0","G. Antetokounmpo misses 3-pt jump shot from 25 ft","","81-90","",""
"350","8:56.0","","","81-90","","Defensive rebound by G. Williams"
"351","8:39.0","","","81-90","","Shooting foul by J. Smart (drawn by J. Tatum)"
"352","8:39.0","","","81-90","","J. Tatum misses free throw 1 of 2"
"353","8:39.0","","","81-90","","Offensive rebound by Team"
"354","8:39.0","","","81-90","","J. Tatum misses free throw 2 of 2"
"355","8:39.0","Defensive rebound by B. Portis","","81-90","",""
"356","8:27.0","Personal foul by A. Horford (drawn by G. Antetokounmpo)","","81-90","",""
"357","8:27.0","","","81-90","","J. Brown enters the game for R. Langford"
"358","8:17.0","B. Portis misses 3-pt jump shot from 26 ft","","81-90","",""
"359","8:13.0","","","81-90","","Defensive rebound by Team"
"360","7:57.0","","","81-92","+2","J. Tatum makes 2-pt layup from 2 ft"
"361","7:45.0","J. Smart misses 2-pt layup from 6 ft (block by D. Schröder)","","81-92","",""
"362","7:39.0","","","81-92","","Defensive rebound by D. Schröder"
"363","7:35.0","","","81-92","","J. Brown misses 3-pt jump shot from 24 ft"
"364","7:32.0","Defensive rebound by B. Portis","","81-92","",""
"365","7:23.0","Turnover by P. Connaughton (lost ball; steal by J. Tatum)","","81-92","",""
"366","7:20.0","Technical foul by M. Budenholzer","","81-92","",""
"367","7:20.0","","","81-93","+1","J. Tatum makes technical free throw"
"368","7:20.0","J. Holiday enters the game for J. Smart","","81-93","",""
"369","7:14.0","","","81-93","","D. Schröder misses 2-pt jump shot from 8 ft (block by G. Allen)"
"370","7:12.0","Defensive rebound by P. Connaughton","","81-93","",""
"371","7:06.0","G. Antetokounmpo makes 2-pt layup from 3 ft","+2","83-93","",""
"372","7:06.0","","","83-93","","Boston full timeout"
"373","7:06.0","R. Hood enters the game for B. Portis","","83-93","",""
"374","6:50.0","","","83-93","","Shooting foul by R. Hood (drawn by G. Williams)"
"375","6:50.0","","","83-94","+1","G. Williams makes free throw 1 of 2"
"376","6:50.0","","","83-95","+1","G. Williams makes free throw 2 of 2"
"377","6:44.0","P. Connaughton misses 3-pt jump shot from 26 ft","","83-95","",""
"378","6:40.0","","","83-95","","Defensive rebound by G. Williams"
"379","6:38.0","","","83-95","","Turnover by G. Williams (bad pass; steal by G. Allen)"
"380","6:32.0","P. Connaughton makes 3-pt jump shot from 27 ft (assist by R. Hood)","+3","86-95","",""
"381","6:09.0","","","86-97","+2","J. Tatum makes 2-pt layup from 4 ft"
"382","6:00.0","Personal foul by J. Tatum (drawn by G. Antetokounmpo)","","86-97","",""
"383","5:49.0","J. Holiday misses 2-pt jump shot from 17 ft","","86-97","",""
"384","5:48.0","","","86-97","","Defensive rebound by Team"
"385","5:48.0","Loose ball foul by G. Antetokounmpo (drawn by J. Brown)","","86-97","",""
"386","5:48.0","","","86-97","","M. Smart enters the game for D. Schröder"
"387","5:38.0","","","86-100","+3","J. Tatum makes 3-pt jump shot from 28 ft"
"388","5:16.0","G. Antetokounmpo misses 2-pt hook shot from 10 ft","","86-100","",""
"389","5:14.0","","","86-100","","Defensive rebound by A. Horford"
"390","4:56.0","","","86-100","","A. Horford misses 3-pt jump shot from 28 ft"
"391","4:53.0","Defensive rebound by P. Connaughton","","86-100","",""
"392","4:49.0","Shooting foul by G. Williams (drawn by G. Antetokounmpo)","","86-100","",""
"393","4:49.0","G. Antetokounmpo misses free throw 1 of 2","","86-100","",""
"394","4:49.0","Offensive rebound by Team","","86-100","",""
"395","4:49.0","G. Antetokounmpo makes free throw 2 of 2","+1","87-100","",""
"396","4:37.0","","","87-103","+3","G. Williams makes 3-pt jump shot from 23 ft (assist by J. Brown)"
"397","4:28.0","P. Connaughton makes 2-pt layup from 2 ft (assist by J. Holiday)","+2","89-103","",""
"398","4:12.0","","","89-103","","J. Tatum misses 3-pt jump shot from 27 ft"
"399","4:09.0","Defensive rebound by R. Hood","","89-103","",""
"400","4:04.0","Shooting foul by G. Williams (drawn by G. Antetokounmpo)","","89-103","",""
"401","4:04.0","G. Antetokounmpo makes free throw 1 of 2","+1","90-103","",""
"402","4:04.0","B. Portis enters the game for G. Allen","","90-103","",""
"403","4:04.0","G. Antetokounmpo makes free throw 2 of 2","+1","91-103","",""
"404","3:58.0","","","91-103","","Boston full timeout"
"405","3:40.0","","","91-105","+2","A. Horford makes 2-pt dunk from 2 ft (assist by J. Brown)"
"406","3:32.0","R. Hood makes 3-pt jump shot from 29 ft (assist by J. Holiday)","+3","94-105","",""
"407","3:12.0","","","94-108","+3","A. Horford makes 3-pt jump shot from 23 ft (assist by M. Smart)"
"408","3:11.0","Milwaukee full timeout","","94-108","",""
"409","3:01.0","B. Portis makes 2-pt jump shot from 20 ft (assist by J. Holiday)","+2","96-108","",""
"410","2:38.0","","","96-111","+3","J. Tatum makes 3-pt jump shot from 27 ft (assist by A. Horford)"
"411","2:28.0","Turnover by R. Hood (bad pass)","","96-111","",""
"412","2:28.0","Milwaukee full timeout","","96-111","",""
"413","2:28.0","T. Antetokounmpo enters the game for G. Antetokounmpo","","96-111","",""
"414","2:28.0","S. Mamukelashvili enters the game for P. Connaughton","","96-111","",""
"415","2:28.0","J. Nwora enters the game for J. Holiday","","96-111","",""
"416","2:28.0","J. Smart enters the game for B. Portis","","96-111","",""
"417","2:16.0","","","96-114","+3","J. Tatum makes 3-pt jump shot from 24 ft (assist by M. Smart)"
"418","2:02.0","J. Smart misses 2-pt jump shot from 20 ft","","96-114","",""
"419","1:59.0","Offensive rebound by T. Antetokounmpo","","96-114","",""
"420","1:59.0","T. Antetokounmpo makes 2-pt dunk at rim","+2","98-114","",""
"421","1:52.0","","","98-114","","Boston full timeout"
"422","1:52.0","","","98-114","","S. Hauser enters the game for J. Brown"
"423","1:52.0","","","98-114","","J. Hernangómez enters the game for A. Horford"
"424","1:52.0","","","98-114","","A. Nesmith enters the game for M. Smart"
"425","1:52.0","","","98-114","","P. Pritchard enters the game for J. Tatum"
"426","1:52.0","","","98-114","","B. Thomas enters the game for G. Williams"
"427","1:44.0","","","98-114","","A. Nesmith misses 3-pt jump shot from 27 ft"
"428","1:41.0","Defensive rebound by J. Nwora","","98-114","",""
"429","1:31.0","J. Nwora misses 3-pt jump shot from 27 ft","","98-114","",""
"430","1:28.0","Offensive rebound by S. Mamukelashvili","","98-114","",""
"431","1:27.0","S. Mamukelashvili makes 2-pt layup from 2 ft","+2","100-114","",""
"432","1:10.0","","","100-114","","Turnover by J. Hernangómez (bad pass; steal by J. Smart)"
"433","1:06.0","J. Smart misses 2-pt layup from 4 ft","","100-114","",""
"434","1:03.0","","","100-114","","Defensive rebound by S. Hauser"
"435","0:41.0","","","100-117","+3","S. Hauser makes 3-pt jump shot from 26 ft (assist by A. Nesmith)"
"436","0:25.0","T. Antetokounmpo makes 2-pt jump shot from 10 ft","+2","102-117","",""
"437","0:25.0","Shooting foul by A. Nesmith (drawn by T. Antetokounmpo)","","102-117","",""
"438","0:25.0","T. Antetokounmpo makes free throw 1 of 1","+1","103-117","",""
"439","0:01.0","","","103-117","","Turnover by Team (shot clock)"
"440","0:00.0","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter"
