"","Time","Milwaukee","","Score","","Boston"
"64","4:00.0","Turnover by B. Portis (lost ball; steal by J. Brown)","","17-14","",""
"65","3:52.0","","","17-14","","J. Tatum misses 2-pt jump shot from 13 ft"
"66","3:49.0","Defensive rebound by B. Portis","","17-14","",""
"67","3:39.0","B. Portis makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo)","+3","20-14","",""
"68","3:23.0","","","20-14","","J. Brown misses 3-pt jump shot from 26 ft"
"69","3:20.0","Defensive rebound by G. Antetokounmpo","","20-14","",""
"70","3:12.0","G. Antetokounmpo makes 2-pt jump shot from 7 ft","+2","22-14","",""
"71","2:56.0","","","22-14","","M. Smart misses 3-pt jump shot from 27 ft"
"72","2:53.0","Defensive rebound by B. Portis","","22-14","",""
"73","2:42.0","B. Portis misses 2-pt jump shot from 11 ft","","22-14","",""
"74","2:40.0","Offensive rebound by G. Antetokounmpo","","22-14","",""
"75","2:37.0","G. Antetokounmpo misses 3-pt jump shot from 27 ft","","22-14","",""
"76","2:35.0","","","22-14","","Defensive rebound by J. Brown"
"77","2:22.0","","","22-14","","D. White misses 2-pt layup from 15 ft (block by B. Portis)"
"78","2:19.0","Defensive rebound by P. Connaughton","","22-14","",""
"79","2:19.0","Shooting foul by J. Brown (drawn by G. Antetokounmpo)","","22-14","",""
"80","2:19.0","G. Antetokounmpo makes free throw 1 of 2","+1","23-14","",""
"81","2:19.0","G. Hill enters the game for J. Holiday","","23-14","",""
"82","2:19.0","B. Lopez enters the game for B. Portis","","23-14","",""
"83","2:19.0","","","23-14","","D. Theis enters the game for J. Brown"
"84","2:19.0","","","23-14","","G. Williams enters the game for A. Horford"
"85","2:19.0","G. Antetokounmpo makes free throw 2 of 2","+1","24-14","",""
"86","2:10.0","","","24-14","","Def 3 sec tech foul by Team"
"87","2:10.0","","","24-15","+1","J. Tatum makes technical free throw"
"88","2:03.0","","","24-15","","D. Theis misses 3-pt jump shot from 26 ft"
"89","2:01.0","Defensive rebound by G. Allen","","24-15","",""
"90","1:41.0","G. Antetokounmpo misses 2-pt jump shot from 20 ft","","24-15","",""
"91","1:38.0","","","24-15","","Defensive rebound by J. Tatum"
"92","1:32.0","","","24-15","","D. White misses 3-pt jump shot from 26 ft"
"93","1:29.0","Defensive rebound by G. Antetokounmpo","","24-15","",""
"94","1:19.0","Personal foul by M. Smart (drawn by G. Hill)","","24-15","",""
"95","1:19.0","J. Holiday enters the game for G. Antetokounmpo","","24-15","",""
"96","1:19.0","B. Portis enters the game for G. Hill","","24-15","",""
"97","1:19.0","","","24-15","","J. Brown enters the game for M. Smart"
"98","1:19.0","","","24-15","","P. Pritchard enters the game for J. Tatum"
"99","1:07.0","Offensive foul by B. Portis (drawn by P. Pritchard)","","24-15","",""
"100","1:07.0","Turnover by B. Portis (offensive foul)","","24-15","",""
"101","1:07.0","G. Hill enters the game for G. Allen","","24-15","",""
"102","0:47.0","","","24-15","","D. White misses 2-pt jump shot from 8 ft"
"103","0:45.0","","","24-15","","Offensive rebound by D. Theis"
"104","0:39.0","","","24-18","+3","P. Pritchard makes 3-pt jump shot from 25 ft"
"105","0:30.0","J. Holiday misses 2-pt jump shot from 8 ft","","24-18","",""
"106","0:28.0","Offensive rebound by B. Lopez","","24-18","",""
"107","0:27.0","B. Lopez makes 2-pt hook shot from 4 ft","+2","26-18","",""
"108","0:09.0","","","26-18","","Personal foul by J. Holiday (drawn by J. Brown)"
"109","0:09.0","W. Matthews enters the game for J. Holiday","","26-18","",""
"110","0:09.0","","","26-18","","J. Tatum enters the game for D. White"
"111","0:02.0","","","26-20","+2","J. Brown makes 2-pt jump shot from 11 ft"
"112","0:00.0","W. Matthews misses 3-pt jump shot from 40 ft","","26-20","",""
"113","0:00.0","Offensive rebound by Team","","26-20","",""
"114","0:00.0","End of 1st quarter","End of 1st quarter","End of 1st quarter","End of 1st quarter","End of 1st quarter"
"115","2nd Q","2nd Q","2nd Q","2nd Q","2nd Q","2nd Q"
"116","Time","Milwaukee","","Score","","Boston"
"117","12:00.0","Start of 2nd quarter","Start of 2nd quarter","Start of 2nd quarter","Start of 2nd quarter","Start of 2nd quarter"
"118","11:54.0","","","26-20","","Turnover by J. Tatum (out of bounds lost ball)"
"119","11:43.0","B. Lopez misses 3-pt jump shot from 27 ft","","26-20","",""
"120","11:40.0","Offensive rebound by W. Matthews","","26-20","",""
"121","11:38.0","G. Allen misses 2-pt layup from 8 ft","","26-20","",""
"122","11:36.0","Offensive rebound by B. Lopez","","26-20","",""
"123","11:35.0","B. Lopez makes 2-pt hook shot from 3 ft","+2","28-20","",""
"124","11:18.0","","","28-20","","Shooting foul by J. Holiday (drawn by J. Tatum)"
"125","11:18.0","","","28-21","+1","J. Tatum makes free throw 1 of 2"
"126","11:18.0","B. Portis enters the game for B. Lopez","","28-21","",""
"127","11:18.0","","","28-21","","A. Horford enters the game for D. Theis"
"128","11:18.0","","","28-22","+1","J. Tatum makes free throw 2 of 2"
"129","11:07.0","Personal foul by G. Williams (drawn by G. Antetokounmpo)","","28-22","",""
"130","11:00.0","G. Allen misses 2-pt jump shot from 8 ft","","28-22","",""
"131","10:59.0","","","28-22","","Defensive rebound by Team"
"132","10:59.0","Loose ball foul by B. Portis (drawn by J. Brown)","","28-22","",""
"133","10:37.0","","","28-24","+2","G. Williams makes 2-pt layup from 3 ft (assist by J. Tatum)"
"134","10:16.0","W. Matthews misses 3-pt jump shot from 26 ft (block by G. Williams)","","28-24","",""
"135","10:14.0","","","28-24","","Defensive rebound by A. Horford"
"136","10:09.0","","","28-24","","Shooting foul by W. Matthews (drawn by J. Brown)"
"137","10:09.0","","","28-24","","J. Brown misses free throw 1 of 2"
"138","10:09.0","","","28-24","","Offensive rebound by Team"
"139","10:09.0","P. Connaughton enters the game for G. Allen","","28-24","",""
"140","10:09.0","","","28-25","+1","J. Brown makes free throw 2 of 2"
"141","9:58.0","G. Antetokounmpo makes 2-pt jump shot from 13 ft (assist by J. Holiday)","+2","30-25","",""
"142","9:42.0","","","30-28","+3","J. Tatum makes 3-pt jump shot from 26 ft (assist by A. Horford)"
"143","9:21.0","J. Holiday misses 2-pt layup from 7 ft","","30-28","",""
"144","9:20.0","","","30-28","","Defensive rebound by J. Brown"
"145","9:11.0","","","30-28","","Turnover by J. Tatum (bad pass)"
"146","9:00.0","P. Connaughton misses 3-pt jump shot from 28 ft","","30-28","",""
"147","8:57.0","","","30-28","","Defensive rebound by J. Brown"
"148","8:53.0","","","30-28","","Personal foul by W. Matthews (drawn by J. Tatum)"
"149","8:49.0","","","30-30","+2","J. Brown makes 2-pt layup from 7 ft (assist by A. Horford)"
"150","8:49.0","","","30-30","","Shooting foul by B. Portis (drawn by J. Brown)"
"151","8:49.0","G. Allen enters the game for B. Portis","","30-30","",""
"152","8:49.0","","","30-30","","J. Brown misses free throw 1 of 1"
"153","8:49.0","Defensive rebound by G. Antetokounmpo","","30-30","",""
"154","8:36.0","G. Allen misses 3-pt jump shot from 25 ft","","30-30","",""
"155","8:34.0","","","30-30","","Defensive rebound by Team"
"156","8:19.0","","","30-32","+2","A. Horford makes 2-pt dunk from 1 ft (assist by P. Pritchard)"
"157","8:19.0","Milwaukee full timeout","","30-32","",""
"158","8:19.0","B. Lopez enters the game for W. Matthews","","30-32","",""
"159","8:02.0","Shooting foul by A. Horford (drawn by G. Allen)","","30-32","",""
"160","8:02.0","G. Allen makes free throw 1 of 2","+1","31-32","",""
"161","8:02.0","G. Hill enters the game for P. Connaughton","","31-32","",""
"162","8:02.0","G. Allen misses free throw 2 of 2","","31-32","",""
"163","8:02.0","","","31-32","","Defensive rebound by P. Pritchard"
"164","7:43.0","","","31-32","","Turnover by J. Tatum (lost ball; steal by J. Holiday)"
"165","7:43.0","Personal take foul by J. Tatum (drawn by J. Holiday)","","31-32","",""
"166","7:43.0","P. Connaughton enters the game for G. Allen","","31-32","",""
"167","7:35.0","G. Antetokounmpo makes 2-pt jump shot from 13 ft (assist by J. Holiday)","+2","33-32","",""
"168","7:16.0","","","33-32","","G. Williams misses 2-pt layup from 3 ft (block by B. Lopez)"
"169","7:13.0","Defensive rebound by G. Hill","","33-32","",""
"170","7:06.0","B. Lopez makes 2-pt layup from 1 ft (assist by G. Antetokounmpo)","+2","35-32","",""
"171","6:45.0","","","35-32","","G. Williams misses 3-pt jump shot from 25 ft"
"172","6:43.0","Defensive rebound by G. Hill","","35-32","",""
"173","6:30.0","Offensive foul by G. Antetokounmpo (drawn by G. Williams)","","35-32","",""
"174","6:30.0","Turnover by G. Antetokounmpo (offensive foul)","","35-32","",""
"175","6:30.0","","","35-32","","M. Smart enters the game for P. Pritchard"
"176","6:11.0","","","35-32","","J. Brown misses 2-pt jump shot from 6 ft"
"177","6:08.0","Defensive rebound by P. Connaughton","","35-32","",""
"178","6:05.0","G. Antetokounmpo makes 2-pt layup from 2 ft (assist by J. Holiday)","+2","37-32","",""
"179","6:03.0","","","37-32","","Boston full timeout"
"180","6:03.0","","","37-32","","D. White enters the game for J. Brown"
"181","5:53.0","","","37-35","+3","G. Williams makes 3-pt jump shot from 24 ft (assist by M. Smart)"
"182","5:43.0","P. Connaughton misses 3-pt jump shot from 28 ft","","37-35","",""
"183","5:41.0","","","37-35","","Defensive rebound by Team"
"184","5:29.0","","","37-38","+3","J. Tatum makes 3-pt jump shot from 25 ft (assist by M. Smart)"
"185","5:17.0","J. Holiday makes 2-pt jump shot from 18 ft","+2","39-38","",""
"186","5:09.0","","","39-38","","G. Williams misses 3-pt jump shot from 23 ft"
"187","5:07.0","Defensive rebound by G. Antetokounmpo","","39-38","",""
"188","4:58.0","J. Holiday misses 3-pt jump shot from 27 ft","","39-38","",""
"189","4:56.0","","","39-38","","Defensive rebound by A. Horford"
"190","4:48.0","","","39-38","","G. Williams misses 3-pt jump shot from 24 ft"
"191","4:46.0","Defensive rebound by B. Lopez","","39-38","",""
"192","4:29.0","P. Connaughton misses 3-pt jump shot from 30 ft","","39-38","",""
"193","4:26.0","","","39-38","","Defensive rebound by D. White"
"194","4:15.0","","","39-38","","M. Smart misses 2-pt layup from 5 ft (block by G. Antetokounmpo)"
"195","4:14.0","","","39-38","","Offensive rebound by Team"
"196","4:14.0","","","39-38","","J. Brown enters the game for G. Williams"
"197","4:09.0","","","39-38","","D. White misses 3-pt jump shot from 26 ft"
"198","4:07.0","","","39-38","","Offensive rebound by A. Horford"
"199","4:07.0","W. Matthews enters the game for J. Holiday","","39-38","",""
"200","3:54.0","","","39-38","","J. Tatum misses 2-pt jump shot from 19 ft"
"201","3:50.0","Defensive rebound by G. Antetokounmpo","","39-38","",""
"202","3:39.0","Turnover by B. Lopez (3 sec)","","39-38","",""
"203","3:22.0","","","39-38","","D. White misses 2-pt layup from 6 ft (block by B. Lopez)"
"204","3:20.0","Defensive rebound by G. Antetokounmpo","","39-38","",""
"205","3:17.0","Shooting foul by A. Horford (drawn by G. Antetokounmpo)","","39-38","",""
"206","3:17.0","G. Antetokounmpo makes free throw 1 of 2","+1","40-38","",""
"207","3:17.0","","","40-38","","D. Theis enters the game for A. Horford"
"208","3:17.0","","","40-38","","G. Williams enters the game for D. White"
"209","3:17.0","G. Antetokounmpo misses free throw 2 of 2","","40-38","",""
"210","3:16.0","","","40-38","","Defensive rebound by M. Smart"
"211","3:11.0","","","40-38","","M. Smart misses 2-pt layup from 2 ft"
"212","3:10.0","Defensive rebound by P. Connaughton","","40-38","",""
"213","2:51.0","Turnover by G. Antetokounmpo (lost ball; steal by D. Theis)","","40-38","",""
"214","2:39.0","","","40-40","+2","J. Tatum makes 2-pt layup from 3 ft"
"215","2:14.0","G. Antetokounmpo misses 2-pt layup from 9 ft (block by D. Theis)","","40-40","",""
"216","2:12.0","","","40-40","","Defensive rebound by M. Smart"
"217","2:11.0","","","40-40","","J. Brown misses 2-pt layup from 3 ft"
"218","2:10.0","","","40-40","","Offensive rebound by M. Smart"
"219","2:10.0","","","40-42","+2","M. Smart makes 2-pt dunk at rim"
"220","2:02.0","Personal foul by J. Tatum (drawn by W. Matthews)","","40-42","",""
"221","2:02.0","W. Matthews misses free throw 1 of 2","","40-42","",""
"222","2:02.0","Offensive rebound by Team","","40-42","",""
"223","2:02.0","G. Allen enters the game for G. Antetokounmpo","","40-42","",""
"224","2:02.0","J. Holiday enters the game for P. Connaughton","","40-42","",""
"225","2:02.0","B. Portis enters the game for G. Hill","","40-42","",""
"226","2:02.0","W. Matthews makes free throw 2 of 2","+1","41-42","",""
"227","1:41.0","","","41-42","","Offensive foul by M. Smart (drawn by G. Allen)"
"228","1:41.0","","","41-42","","Turnover by M. Smart (offensive foul)"
"229","1:29.0","W. Matthews misses 3-pt jump shot from 24 ft","","41-42","",""
"230","1:26.0","","","41-42","","Defensive rebound by M. Smart"
"231","1:13.0","","","41-42","","Turnover by J. Tatum (lost ball; steal by B. Portis)"
"232","1:09.0","B. Portis makes 2-pt layup from 5 ft","+2","43-42","",""
"233","0:51.0","","","43-45","+3","G. Williams makes 3-pt jump shot from 26 ft (assist by M. Smart)"
"234","0:38.0","J. Holiday misses 2-pt layup from 4 ft (block by D. Theis)","","43-45","",""
"235","0:36.0","","","43-45","","Defensive rebound by D. Theis"
"236","0:33.0","","","43-45","","Offensive foul by J. Tatum (drawn by G. Allen)"
"237","0:33.0","","","43-45","","Turnover by J. Tatum (offensive foul)"
"238","0:33.0","G. Antetokounmpo enters the game for W. Matthews","","43-45","",""
"239","0:33.0","P. Connaughton enters the game for B. Portis","","43-45","",""
"240","0:33.0","","","43-45","","Boston full timeout"
"241","0:33.0","W. Matthews enters the game for G. Antetokounmpo","","43-45","",""
"242","0:33.0","B. Portis enters the game for P. Connaughton","","43-45","",""
"243","0:33.0","","","43-45","","Instant Replay (Challenge: Stands)"
"244","0:33.0","G. Antetokounmpo enters the game for W. Matthews","","43-45","",""
"245","0:33.0","P. Connaughton enters the game for B. Portis","","43-45","",""
"246","0:33.0","","","43-45","","D. White enters the game for J. Tatum"
"247","0:27.0","J. Holiday misses 3-pt jump shot from 29 ft","","43-45","",""
"248","0:25.0","","","43-45","","Defensive rebound by D. Theis"
"249","0:08.0","","","43-45","","J. Brown misses 2-pt jump shot from 17 ft"
"250","0:06.0","Defensive rebound by B. Lopez","","43-45","",""
"251","0:01.0","Turnover by G. Antetokounmpo (lost ball; steal by M. Smart)","","43-45","",""
"252","0:00.0","","","43-45","","Shooting foul by G. Antetokounmpo (drawn by M. Smart)"
"253","0:00.0","","","43-46","+1","M. Smart makes free throw 1 of 3"
"254","0:00.0","","","43-47","+1","M. Smart makes free throw 2 of 3"
"255","0:00.0","","","43-48","+1","M. Smart makes free throw 3 of 3"
"256","0:00.0","End of 2nd quarter","End of 2nd quarter","End of 2nd quarter","End of 2nd quarter","End of 2nd quarter"
"257","3rd Q","3rd Q","3rd Q","3rd Q","3rd Q","3rd Q"
"258","Time","Milwaukee","","Score","","Boston"
"259","12:00.0","Start of 3rd quarter","Start of 3rd quarter","Start of 3rd quarter","Start of 3rd quarter","Start of 3rd quarter"
"260","11:40.0","","","43-50","+2","J. Brown makes 2-pt jump shot from 18 ft"
"261","11:32.0","G. Antetokounmpo misses 3-pt jump shot from 26 ft","","43-50","",""
"262","11:30.0","Offensive rebound by B. Lopez","","43-50","",""
"263","11:26.0","G. Antetokounmpo misses 2-pt layup from 2 ft","","43-50","",""
"264","11:25.0","","","43-50","","Defensive rebound by Team"
"265","11:17.0","","","43-53","+3","G. Williams makes 3-pt jump shot from 24 ft (assist by J. Tatum)"
"266","11:03.0","J. Holiday makes 2-pt layup from 2 ft","+2","45-53","",""
"267","10:47.0","","","45-56","+3","J. Tatum makes 3-pt jump shot from 26 ft (assist by M. Smart)"
"268","10:32.0","B. Lopez makes 2-pt jump shot from 13 ft (assist by J. Holiday)","+2","47-56","",""
"269","10:16.0","","","47-56","","J. Tatum misses 3-pt jump shot from 24 ft"
"270","10:14.0","","","47-56","","Offensive rebound by G. Williams"
"271","10:03.0","","","47-59","+3","J. Brown makes 3-pt jump shot from 26 ft (assist by J. Tatum)"
"272","10:01.0","Milwaukee full timeout","","47-59","",""
"273","9:51.0","J. Holiday makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo)","+2","49-59","",""
"274","9:36.0","","","49-61","+2","J. Brown makes 2-pt layup from 4 ft (assist by J. Tatum)"
"275","9:36.0","","","49-61","","Shooting foul by J. Holiday (drawn by J. Brown)"
"276","9:36.0","","","49-61","","J. Brown misses free throw 1 of 1"
"277","9:36.0","Defensive rebound by G. Allen","","49-61","",""
"278","9:20.0","J. Holiday misses 2-pt jump shot from 24 ft","","49-61","",""
"279","9:18.0","","","49-61","","Defensive rebound by G. Williams"
"280","9:02.0","","","49-61","","G. Williams misses 3-pt jump shot from 24 ft"
"281","8:59.0","Defensive rebound by W. Matthews","","49-61","",""
"282","8:44.0","G. Antetokounmpo misses 2-pt jump shot from 20 ft","","49-61","",""
"283","8:42.0","Offensive rebound by J. Holiday","","49-61","",""
"284","8:40.0","J. Holiday makes 2-pt layup from 2 ft","+2","51-61","",""
"285","8:40.0","P. Connaughton enters the game for G. Allen","","51-61","",""
"286","8:27.0","","","51-61","","G. Williams misses 3-pt jump shot from 27 ft"
"287","8:24.0","Defensive rebound by J. Holiday","","51-61","",""
"288","8:19.0","W. Matthews misses 2-pt layup from 5 ft (block by J. Tatum)","","51-61","",""
"289","8:17.0","","","51-61","","Defensive rebound by G. Williams"
"290","8:10.0","","","51-61","","Shooting foul by B. Lopez (drawn by M. Smart)"
"291","8:10.0","","","51-62","+1","M. Smart makes free throw 1 of 2"
"292","8:10.0","","","51-63","+1","M. Smart makes free throw 2 of 2"
"293","7:59.0","G. Antetokounmpo makes 2-pt jump shot from 17 ft (assist by J. Holiday)","+2","53-63","",""
"294","7:44.0","","","53-63","","Offensive foul by J. Tatum (drawn by P. Connaughton)"
"295","7:44.0","","","53-63","","Turnover by J. Tatum (offensive foul)"
"296","7:44.0","","","53-63","","Instant Replay (Request: Ruling Stands)"
"297","7:44.0","","","53-63","","D. White enters the game for J. Tatum"
"298","7:30.0","Turnover by G. Antetokounmpo (lost ball; steal by D. White)","","53-63","",""
"299","7:23.0","","","53-65","+2","A. Horford makes 2-pt layup from 5 ft (assist by M. Smart)"
"300","7:04.0","B. Lopez misses 2-pt jump shot from 14 ft","","53-65","",""
"301","7:01.0","","","53-65","","Defensive rebound by A. Horford"
"302","6:50.0","","","53-65","","M. Smart misses 3-pt jump shot from 27 ft"
"303","6:48.0","Defensive rebound by P. Connaughton","","53-65","",""
"304","6:38.0","J. Holiday makes 2-pt layup from 4 ft (assist by P. Connaughton)","+2","55-65","",""
"305","6:20.0","","","55-68","+3","G. Williams makes 3-pt jump shot from 23 ft (assist by M. Smart)"
"306","6:02.0","B. Lopez misses 3-pt jump shot from 25 ft","","55-68","",""
"307","5:59.0","","","55-68","","Defensive rebound by M. Smart"
"308","5:59.0","G. Allen enters the game for W. Matthews","","55-68","",""
"309","5:48.0","","","55-68","","J. Brown misses 3-pt jump shot from 27 ft"
"310","5:45.0","Defensive rebound by G. Allen","","55-68","",""
"311","5:41.0","Turnover by J. Holiday (bad pass)","","55-68","",""
"312","5:33.0","","","55-68","","J. Brown misses 3-pt jump shot from 27 ft"
"313","5:30.0","Defensive rebound by G. Antetokounmpo","","55-68","",""
"314","5:22.0","G. Antetokounmpo misses 2-pt jump shot from 13 ft","","55-68","",""
"315","5:22.0","","","55-68","","Defensive rebound by J. Brown"
"316","5:22.0","","","55-68","","Personal foul by J. Holiday (drawn by J. Brown)"
"317","5:22.0","B. Portis enters the game for B. Lopez","","55-68","",""
"318","5:11.0","","","55-68","","Offensive foul by M. Smart (drawn by J. Holiday)"
"319","5:11.0","","","55-68","","Turnover by M. Smart (offensive foul)"
"320","5:11.0","G. Hill enters the game for J. Holiday","","55-68","",""
"321","5:05.0","Milwaukee full timeout","","55-68","",""
"322","5:05.0","Instant Replay (Challenge: Ruling Stands)","","55-68","",""
"323","4:55.0","Turnover by B. Portis (off goaltending)","","55-68","",""
"324","4:34.0","","","55-68","","D. White misses 2-pt jump shot from 17 ft"
"325","4:31.0","Defensive rebound by G. Antetokounmpo","","55-68","",""
"326","4:27.0","Offensive foul by G. Hill (drawn by G. Williams)","","55-68","",""
"327","4:27.0","Turnover by G. Hill (offensive foul)","","55-68","",""
"328","4:10.0","","","55-68","","Turnover by J. Brown (lost ball; steal by G. Antetokounmpo)"
"329","4:09.0","Personal take foul by J. Brown (drawn by G. Antetokounmpo)","","55-68","",""
"330","4:01.0","B. Portis makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo)","+3","58-68","",""
"331","3:42.0","","","58-70","+2","G. Williams makes 2-pt dunk from 2 ft (assist by A. Horford)"
"332","3:29.0","G. Antetokounmpo misses 2-pt layup from 6 ft","","58-70","",""
"333","3:28.0","","","58-70","","Defensive rebound by G. Williams"
"334","3:15.0","","","58-70","","Shooting foul by G. Allen (drawn by M. Smart)"
"335","3:15.0","","","58-71","+1","M. Smart makes free throw 1 of 2"
"336","3:15.0","J. Holiday enters the game for P. Connaughton","","58-71","",""
"337","3:15.0","","","58-71","","M. Smart misses free throw 2 of 2"
"338","3:15.0","Defensive rebound by G. Antetokounmpo","","58-71","",""
"339","3:03.0","G. Allen misses 3-pt jump shot from 25 ft","","58-71","",""
"340","3:00.0","Offensive rebound by G. Antetokounmpo","","58-71","",""
"341","2:59.0","G. Antetokounmpo makes 2-pt dunk from 1 ft","+2","60-71","",""
"342","2:36.0","","","60-73","+2","J. Brown makes 2-pt layup from 2 ft (assist by A. Horford)"
"343","2:22.0","G. Antetokounmpo misses 2-pt jump shot from 16 ft","","60-73","",""
"344","2:20.0","","","60-73","","Defensive rebound by D. White"
"345","2:12.0","","","60-76","+3","G. Williams makes 3-pt jump shot from 26 ft (assist by D. White)"
"346","2:03.0","Milwaukee full timeout","","60-76","",""
"347","2:03.0","P. Connaughton enters the game for G. Allen","","60-76","",""
"348","2:03.0","B. Lopez enters the game for G. Hill","","60-76","",""
"349","1:52.0","B. Portis misses 3-pt jump shot from 25 ft","","60-76","",""
"350","1:50.0","","","60-76","","Defensive rebound by J. Brown"
"351","1:33.0","","","60-76","","G. Williams misses 3-pt jump shot from 26 ft"
"352","1:30.0","Defensive rebound by B. Portis","","60-76","",""
"353","1:23.0","Shooting foul by G. Williams (drawn by J. Holiday)","","60-76","",""
"354","1:23.0","J. Holiday makes free throw 1 of 2","+1","61-76","",""
"355","1:23.0","J. Holiday makes free throw 2 of 2","+1","62-76","",""
