"","Time","Milwaukee","","Score","","Boston"
"353","2:10.0","","","74-66","","J. Brown enters the game for M. Smart"
"354","2:10.0","Jump ball: B. Lopez vs. A. Horford (J. Holiday gains possession)","Jump ball: B. Lopez vs. A. Horford (J. Holiday gains possession)","Jump ball: B. Lopez vs. A. Horford (J. Holiday gains possession)","Jump ball: B. Lopez vs. A. Horford (J. Holiday gains possession)","Jump ball: B. Lopez vs. A. Horford (J. Holiday gains possession)"
"355","1:58.0","J. Holiday misses 2-pt jump shot from 17 ft","","74-66","",""
"356","1:55.0","Offensive rebound by B. Lopez","","74-66","",""
"357","1:53.0","P. Connaughton misses 3-pt jump shot from 28 ft","","74-66","",""
"358","1:48.0","","","74-66","","Defensive rebound by J. Tatum"
"359","1:29.0","","","74-66","","J. Brown misses 2-pt jump shot from 12 ft"
"360","1:27.0","Defensive rebound by P. Connaughton","","74-66","",""
"361","1:10.0","P. Connaughton misses 2-pt layup from 7 ft","","74-66","",""
"362","1:07.0","Offensive rebound by P. Connaughton","","74-66","",""
"363","1:07.0","P. Connaughton makes 2-pt layup at rim","+2","76-66","",""
"364","0:48.0","","","76-69","+3","D. White makes 3-pt jump shot from 26 ft (assist by J. Tatum)"
"365","0:33.0","J. Holiday makes 2-pt layup from 1 ft","+2","78-69","",""
"366","0:27.0","","","78-69","","D. White misses 3-pt jump shot from 27 ft"
"367","0:25.0","","","78-69","","Offensive rebound by J. Tatum"
"368","0:21.0","","","78-69","","J. Tatum misses 2-pt dunk at rim"
"369","0:20.0","","","78-69","","Offensive rebound by G. Williams"
"370","0:19.0","","","78-69","","G. Williams misses 2-pt layup from 4 ft"
"371","0:18.0","","","78-69","","Offensive rebound by Team"
"372","0:18.0","","","78-69","","Shooting foul by P. Connaughton (drawn by J. Tatum)"
"373","0:18.0","","","78-70","+1","J. Tatum makes free throw 1 of 2"
"374","0:18.0","B. Portis enters the game for J. Carter","","78-70","",""
"375","0:18.0","","","78-70","","R. Williams enters the game for A. Horford"
"376","0:18.0","","","78-70","","J. Tatum misses free throw 2 of 2"
"377","0:18.0","Defensive rebound by J. Holiday","","78-70","",""
"378","0:03.0","B. Lopez misses 2-pt layup from 4 ft (block by G. Williams)","","78-70","",""
"379","0:02.0","","","78-70","","Defensive rebound by R. Williams"
"380","0:01.0","","","78-70","","R. Williams misses 3-pt jump shot from 57 ft"
"381","0:00.0","","","78-70","","Offensive rebound by Team"
"382","0:00.0","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter"
"383","4th Q","4th Q","4th Q","4th Q","4th Q","4th Q"
"384","Time","Milwaukee","","Score","","Boston"
"385","12:00.0","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter"
"386","11:46.0","J. Holiday makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo)","+2","80-70","",""
"387","11:23.0","","","80-70","","P. Pritchard misses 3-pt jump shot from 27 ft"
"388","11:21.0","Defensive rebound by J. Holiday","","80-70","",""
"389","11:07.0","J. Holiday misses 2-pt layup from 5 ft","","80-70","",""
"390","11:04.0","Offensive rebound by J. Holiday","","80-70","",""
"391","11:03.0","J. Holiday misses 2-pt layup from 2 ft","","80-70","",""
"392","11:02.0","","","80-70","","Defensive rebound by G. Williams"
"393","10:54.0","","","80-70","","J. Brown misses 2-pt jump shot from 14 ft"
"394","10:51.0","Defensive rebound by G. Antetokounmpo","","80-70","",""
"395","10:41.0","Shooting foul by R. Williams (drawn by G. Antetokounmpo)","","80-70","",""
"396","10:41.0","G. Antetokounmpo misses free throw 1 of 2","","80-70","",""
"397","10:41.0","Offensive rebound by Team","","80-70","",""
"398","10:41.0","G. Antetokounmpo misses free throw 2 of 2","","80-70","",""
"399","10:41.0","","","80-70","","Defensive rebound by J. Brown"
"400","10:28.0","","","80-70","","Shooting foul by G. Allen (drawn by D. White)"
"401","10:28.0","","","80-71","+1","D. White makes free throw 1 of 2"
"402","10:28.0","B. Portis enters the game for J. Holiday","","80-71","",""
"403","10:28.0","","","80-72","+1","D. White makes free throw 2 of 2"
"404","10:15.0","G. Antetokounmpo misses 2-pt jump shot from 20 ft","","80-72","",""
"405","10:11.0","","","80-72","","Defensive rebound by J. Brown"
"406","10:03.0","","","80-72","","P. Pritchard misses 3-pt jump shot from 26 ft"
"407","10:01.0","Defensive rebound by G. Antetokounmpo","","80-72","",""
"408","9:56.0","Personal foul by R. Williams (drawn by G. Antetokounmpo)","","80-72","",""
"409","9:43.0","G. Antetokounmpo makes 2-pt jump shot from 15 ft","+2","82-72","",""
"410","9:17.0","","","82-72","","P. Pritchard misses 3-pt jump shot from 27 ft"
"411","9:13.0","Defensive rebound by B. Portis","","82-72","",""
"412","8:58.0","Shooting foul by P. Pritchard (drawn by J. Carter)","","82-72","",""
"413","8:58.0","J. Carter makes free throw 1 of 2","+1","83-72","",""
"414","8:58.0","J. Holiday enters the game for G. Allen","","83-72","",""
"415","8:58.0","W. Matthews enters the game for P. Connaughton","","83-72","",""
"416","8:58.0","","","83-72","","J. Tatum enters the game for D. White"
"417","8:58.0","J. Carter makes free throw 2 of 2","+1","84-72","",""
"418","8:46.0","","","84-72","","P. Pritchard misses 3-pt jump shot from 28 ft"
"419","8:43.0","Defensive rebound by J. Holiday","","84-72","",""
"420","8:37.0","B. Portis makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo)","+3","87-72","",""
"421","8:37.0","","","87-72","","Boston full timeout"
"422","8:37.0","","","87-72","","A. Horford enters the game for P. Pritchard"
"423","8:37.0","","","87-72","","M. Smart enters the game for R. Williams"
"424","8:16.0","","","87-75","+3","A. Horford makes 3-pt jump shot from 27 ft (assist by J. Tatum)"
"425","7:54.0","J. Carter makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo)","+2","89-75","",""
"426","7:42.0","","","89-75","","Turnover by A. Horford (bad pass; steal by J. Holiday)"
"427","7:38.0","J. Holiday makes 3-pt jump shot from 26 ft","+3","92-75","",""
"428","7:19.0","","","92-78","+3","J. Brown makes 3-pt jump shot from 23 ft (assist by J. Tatum)"
"429","7:04.0","J. Holiday misses 3-pt jump shot from 26 ft","","92-78","",""
"430","7:01.0","","","92-78","","Defensive rebound by A. Horford"
"431","6:50.0","","","92-78","","Turnover by J. Tatum (lost ball)"
"432","6:48.0","","","92-78","","Loose ball foul by J. Tatum (drawn by W. Matthews)"
"433","6:25.0","G. Antetokounmpo misses 2-pt jump shot from 7 ft","","92-78","",""
"434","6:22.0","Offensive rebound by G. Antetokounmpo","","92-78","",""
"435","6:18.0","G. Antetokounmpo makes 2-pt dunk at rim","+2","94-78","",""
"436","6:07.0","","","94-78","","Offensive foul by J. Brown (drawn by G. Antetokounmpo)"
"437","6:07.0","","","94-78","","Turnover by J. Brown (offensive foul)"
"438","6:07.0","G. Allen enters the game for J. Carter","","94-78","",""
"439","5:50.0","Turnover by G. Antetokounmpo (lost ball; steal by M. Smart)","","94-78","",""
"440","5:43.0","","","94-78","","J. Tatum misses 3-pt jump shot from 26 ft"
"441","5:41.0","Defensive rebound by B. Portis","","94-78","",""
"442","5:36.0","Milwaukee full timeout","","94-78","",""
"443","5:26.0","G. Antetokounmpo misses 2-pt jump shot from 10 ft","","94-78","",""
"444","5:23.0","","","94-78","","Defensive rebound by A. Horford"
"445","5:04.0","","","94-81","+3","J. Brown makes 3-pt jump shot from 24 ft (assist by M. Smart)"
"446","4:41.0","J. Holiday misses 2-pt hook shot from 3 ft","","94-81","",""
"447","4:39.0","","","94-81","","Defensive rebound by A. Horford"
"448","4:31.0","","","94-81","","Personal foul by J. Holiday (drawn by J. Brown)"
"449","4:22.0","","","94-81","","A. Horford misses 3-pt jump shot from 23 ft"
"450","4:19.0","Defensive rebound by G. Allen","","94-81","",""
"451","4:05.0","Shooting foul by J. Tatum (drawn by J. Holiday)","","94-81","",""
"452","4:05.0","J. Holiday makes free throw 1 of 2","+1","95-81","",""
"453","4:05.0","B. Lopez enters the game for B. Portis","","95-81","",""
"454","4:05.0","J. Holiday makes free throw 2 of 2","+1","96-81","",""
"455","3:50.0","","","96-84","+3","G. Williams makes 3-pt jump shot from 24 ft (assist by J. Brown)"
"456","3:42.0","Milwaukee full timeout","","96-84","",""
"457","3:42.0","B. Portis enters the game for B. Lopez","","96-84","",""
"458","3:32.0","B. Portis misses 3-pt jump shot from 22 ft","","96-84","",""
"459","3:30.0","Offensive rebound by J. Holiday","","96-84","",""
"460","3:28.0","Personal foul by J. Tatum (drawn by J. Holiday)","","96-84","",""
"461","3:28.0","J. Holiday makes free throw 1 of 2","+1","97-84","",""
"462","3:28.0","J. Holiday makes free throw 2 of 2","+1","98-84","",""
"463","3:12.0","","","98-84","","Shooting foul by W. Matthews (drawn by J. Tatum)"
"464","3:12.0","","","98-85","+1","J. Tatum makes free throw 1 of 2"
"465","3:12.0","","","98-85","","J. Tatum misses free throw 2 of 2"
"466","3:12.0","Defensive rebound by W. Matthews","","98-85","",""
"467","2:56.0","Personal foul by J. Brown (drawn by G. Antetokounmpo)","","98-85","",""
"468","2:56.0","G. Antetokounmpo misses free throw 1 of 2","","98-85","",""
"469","2:56.0","Offensive rebound by Team","","98-85","",""
"470","2:56.0","G. Antetokounmpo makes free throw 2 of 2","+1","99-85","",""
"471","2:47.0","","","99-85","","M. Smart misses 2-pt layup from 2 ft"
"472","2:44.0","","","99-85","","Offensive rebound by J. Tatum"
"473","2:44.0","","","99-87","+2","J. Tatum makes 2-pt dunk at rim"
"474","2:36.0","W. Matthews misses 3-pt jump shot from 24 ft","","99-87","",""
"475","2:34.0","","","99-87","","Defensive rebound by J. Brown"
"476","2:34.0","","","99-87","","Turnover by J. Brown (bad pass)"
"477","2:15.0","J. Holiday misses 2-pt jump shot from 12 ft","","99-87","",""
"478","2:11.0","Offensive rebound by G. Antetokounmpo","","99-87","",""
"479","2:10.0","G. Antetokounmpo makes 2-pt dunk from 1 ft","+2","101-87","",""
"480","1:59.0","","","101-87","","Personal foul by G. Allen (drawn by J. Brown)"
"481","1:59.0","J. Carter enters the game for G. Antetokounmpo","","101-87","",""
"482","1:59.0","","","101-87","","M. Fitts enters the game for J. Brown"
"483","1:59.0","","","101-87","","S. Hauser enters the game for A. Horford"
"484","1:59.0","","","101-87","","L. Kornet enters the game for M. Smart"
"485","1:59.0","","","101-87","","A. Nesmith enters the game for J. Tatum"
"486","1:59.0","","","101-87","","N. Stauskas enters the game for G. Williams"
"487","1:45.0","","","101-89","+2","M. Fitts makes 2-pt dunk from 1 ft (assist by A. Nesmith)"
"488","1:28.0","B. Portis misses 3-pt jump shot from 24 ft","","101-89","",""
"489","1:25.0","","","101-89","","Defensive rebound by M. Fitts"
"490","1:19.0","","","101-89","","A. Nesmith misses 2-pt layup from 5 ft"
"491","1:17.0","Defensive rebound by B. Portis","","101-89","",""
"492","1:12.0","Milwaukee full timeout","","101-89","",""
"493","1:12.0","T. Antetokounmpo enters the game for G. Allen","","101-89","",""
"494","1:12.0","S. Ibaka enters the game for J. Carter","","101-89","",""
"495","1:12.0","J. Nwora enters the game for J. Holiday","","101-89","",""
"496","1:12.0","R. Tucker enters the game for W. Matthews","","101-89","",""
"497","1:12.0","L. Vildoza enters the game for B. Portis","","101-89","",""
"498","1:04.0","S. Ibaka misses 2-pt hook shot from 6 ft","","101-89","",""
"499","1:02.0","","","101-89","","Defensive rebound by A. Nesmith"
"500","0:46.0","","","101-89","","N. Stauskas misses 3-pt jump shot from 27 ft"
"501","0:44.0","Defensive rebound by Team","","101-89","",""
"502","0:19.0","Turnover by Team (shot clock)","","101-89","",""
"503","0:08.0","","","101-89","","N. Stauskas misses 2-pt jump shot from 19 ft"
"504","0:04.0","Defensive rebound by J. Nwora","","101-89","",""
"505","0:00.0","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter"
